ItemCode,ItemName,ManufacturerName,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,ItemPrice,UnitOfMeasurePrice,NormalizedName,מחלקה
7290014890169,שמנת שום שמיר 225 גר,לא ידוע,שמנת שום שמיר 225 גר,גרמים,225.0,100 גרם,11.9,0.0529,שמנת שום שמיר 225,לבדיקה ידנית
7290102394258,גליל גבינת עיזים מה,משק צוריאל,גליל גבינת עיזים מה,גרמים,180.0,100 גרם,22.9,0.1272,גליל גבינת עיזים,לבדיקה ידנית
7290102394463,נעם גבינה צהובה פרוס,טרה,נעם גבינה צהובה פרוס,גרמים,500.0,100 גרם,28.9,0.0578,נעם גבינה צהובה פרוס,לבדיקה ידנית
7290102394821,נעם גבינה צהובה פרוס,טרה,נעם גבינה צהובה פרוס,גרמים,200.0,100 גרם,17.7,0.0885,נעם גבינה צהובה פרוס,לבדיקה ידנית
7290102394845,נעם גבינה צהובה לייט,טרה,נעם גבינה צהובה לייט,גרמים,200.0,100 גרם,18.9,0.0945,נעם גבינה צהובה לייט,לבדיקה ידנית
7290102395217,מאגדת שמיניית מולר מ,מולר,מאגדת שמיניית מולר מ,יח',1.0,יח',18.9,18.9,מאגדת שמיניית מולר,לבדיקה ידנית
7290102395224,יוגורט 1.7% מולר 8*1,מולר,יוגורט 1.7% מולר 8*1,ליטרים,1.2,ליטר,18.7,15.5833,יוגורט מולר,לבדיקה ידנית
7290102395231,יוגורט 2.8% מולר 8*1,מולר,יוגורט 2.8% מולר 8*1,ליטרים,1.2,ליטר,18.7,15.5833,יוגורט מולר,לבדיקה ידנית
7290102395262,יוגורט בטעם תות ואפר,מולר,יוגורט בטעם תות ואפר,ליטרים,1.2,ליטר,32.9,27.4167,יוגורט תות ואפר,לבדיקה ידנית
7290116053103,צלחת רטרו זכוכית 15,לא ידוע,צלחת רטרו זכוכית 15,יח',1.0,יח',4.0,4.0,צלחת רטרו זכוכית,לבדיקה ידנית
7290111343483,קוטקס תחבושות יאנג 2,לא ידוע,קוטקס תחבושות יאנג 2,יח',20.0,יח',18.1,0.905,קוטקס תחבושות יאנג,לבדיקה ידנית
7290019760290,תערובת להכנת ציפוי ט,לא ידוע,תערובת להכנת ציפוי ט,גרמים,500.0,100 גרם,9.8,0.0196,תערובת להכנת ציפוי,לבדיקה ידנית
11017873,"קולה זירו 330 מ""ל",החברה המרכזית,"קולה זירו 330 מ""ל",מיליליטרים,330.0,"100 מ""ל",3.9,0.0118,קולה זירו 330,לבדיקה ידנית
7290102395347,יוגורט כד 6% 3קג,לא ידוע,יוגורט כד 6% 3קג,יח',1.0,יח',34.5,34.5,יוגורט,לבדיקה ידנית
7290102395378,נעם גבינה צהובה פרוס,טרה,נעם גבינה צהובה פרוס,גרמים,360.0,100 גרם,22.7,0.0631,נעם גבינה צהובה פרוס,לבדיקה ידנית
7290019870555,לוקיטוס סוכריות טופי,לא ידוע,לוקיטוס סוכריות טופי,גרמים,150.0,100 גרם,7.9,0.0527,לוקיטוס סוכריות טופי,לבדיקה ידנית
884912359155,האני באנצ' דגני בוקר,לא ידוע,האני באנצ' דגני בוקר,גרמים,411.0,100 גרם,23.0,0.056,האני באנצ דגני בוקר,לבדיקה ידנית
7290101114178,גלידה שרבט שוקולד ונ,לא ידוע,גלידה שרבט שוקולד ונ,מטרים,2000.0,100 מ'ל,20.2,0.0101,גלידה שרבט שוקולד,לבדיקה ידנית
7290112198235,פרצל'ס מסובבים עם דב,לא ידוע,פרצל'ס מסובבים עם דב,גרמים,200.0,100 גרם,9.0,0.045,פרצל מסובבים,לבדיקה ידנית
7290018938850,רידיפיין קבב טחון בק,לא ידוע,רידיפיין קבב טחון בק,גרמים,350.0,100 גרם,32.9,0.094,רידיפיין קבב טחון,לבדיקה ידנית
4009900513791,סקיטלס ג'איינט פירות,לא ידוע,סקיטלס ג'איינט פירות,גרמים,152.0,100 גרם,11.5,0.0757,סקיטלס איינט פירות,לבדיקה ידנית
7290119670703,סמיילס עוגיות סנדויץ,לא ידוע,סמיילס עוגיות סנדויץ,גרמים,900.0,100 גרם,20.2,0.0224,סמיילס עוגיות סנדויץ,לבדיקה ידנית
7290101114185,גלידה שרבט תות שוקול,לא ידוע,גלידה שרבט תות שוקול,מטרים,2000.0,100 מ'ל,19.9,0.0099,גלידה שרבט תות שוקול,לבדיקה ידנית
7290117266168,שמן קנולה 1 ליטר רמי,לא ידוע,שמן קנולה 1 ליטר רמי,ליטרים,1.0,ליטר,8.9,8.9,שמן קנולה רמי,לבדיקה ידנית
7290110557379,מילקי טופ קורנפלקס ש,לא ידוע,מילקי טופ קורנפלקס ש,מיליליטרים,170.0,"100 מ""ל",4.5,0.0265,מילקי טופ קורנפלקס,לבדיקה ידנית
7290116053110,"צלחת זכוכית 20 ס""מ",לא ידוע,"צלחת זכוכית 20 ס""מ",יח',1.0,יח',6.0,6.0,צלחת זכוכית,לבדיקה ידנית
7290018394021,פטריות מלך היער,לא ידוע,פטריות מלך היער,גרמים,160.0,100 גרם,9.9,0.0619,פטריות מלך היער,לבדיקה ידנית
7290018566268,צנובר * 150 גר בקופס,לא ידוע,צנובר * 150 גר בקופס,גרמים,150.0,100 גרם,30.3,0.202,צנובר 150 בקופס,לבדיקה ידנית
7290121134101,חומוס אסלי בקטנה 125,לא ידוע,חומוס אסלי בקטנה 125,גרמים,125.0,100 גרם,4.9,0.0392,חומוס אסלי בקטנה 125,לבדיקה ידנית
7290116532042,קליק כריות נוגט 65 ג,לא ידוע,קליק כריות נוגט 65 ג,גרמים,65.0,100 גרם,7.9,0.1215,קליק כריות נוגט,לבדיקה ידנית
8718951122857,קולגייט מברשות ילדים,לא ידוע,קולגייט מברשות ילדים,גרמים,2.0,גרם,17.9,8.95,קולגייט מברשות ילדים,לבדיקה ידנית
7290018516348,מחית פרינוק פאוצ סלט,לא ידוע,מחית פרינוק פאוצ סלט,גרמים,120.0,100 גרם,5.9,0.0492,מחית פרינוק פאוצ סלט,לבדיקה ידנית
44600300580,כלורוקס קלין אפ מרסס,לא ידוע,כלורוקס קלין אפ מרסס,מיליליטרים,946.0,"100 מ""ל",24.9,0.0263,כלורוקס קלין מרסס,לבדיקה ידנית
7290019205906,שניצלונים שומשום 600,לא ידוע,שניצלונים שומשום 600,גרמים,600.0,100 גרם,17.9,0.0298,שניצלונים שומשום 600,לבדיקה ידנית
7290004033750,לחמניות עננים סגנון,לא ידוע,לחמניות עננים סגנון,יח',1.0,יח',13.9,13.9,לחמניות עננים סגנון,לבדיקה ידנית
7290019633303,מיכל חמוצון פלסטיק,לא ידוע,מיכל חמוצון פלסטיק,יח',1.0,יח',13.1,13.1,מיכל חמוצון פלסטיק,לבדיקה ידנית
7290120120440,ראש מקלחת עגול כסוף,לא ידוע,ראש מקלחת עגול כסוף,יח',1.0,יח',59.9,59.9,ראש מקלחת עגול כסוף,לבדיקה ידנית
4009900546140,סקיטלס ג'איינט פירות,לא ידוע,סקיטלס ג'איינט פירות,גרמים,141.0,100 גרם,11.5,0.0816,סקיטלס איינט פירות,לבדיקה ידנית
7290116053127,צלחת רטרו זכוכית 25ס,לא ידוע,צלחת רטרו זכוכית 25ס,יח',1.0,יח',8.0,8.0,צלחת רטרו זכוכית 25ס,לבדיקה ידנית
8720701141407,שוקולד טוניס שוקולונ,לא ידוע,שוקולד טוניס שוקולונ,גרמים,180.0,100 גרם,18.1,0.1006,שוקולד טוניס שוקולונ,לבדיקה ידנית
4009900546164,סקיטלס ג'יינטס פירות,לא ידוע,סקיטלס ג'יינטס פירות,גרמים,132.0,100 גרם,11.5,0.0871,סקיטלס יינטס פירות,לבדיקה ידנית
7290117387979,מאסטר שף רוטב בוטנים,לא ידוע,מאסטר שף רוטב בוטנים,מטרים,427.0,100 מ'ל,14.9,0.0349,מאסטר רוטב בוטנים,לבדיקה ידנית
7290116535371,קורנפלקס תלמה 400 גר,לא ידוע,קורנפלקס תלמה 400 גר,גרמים,400.0,100 גרם,16.9,0.0422,קורנפלקס תלמה 400,לבדיקה ידנית
8003340801674,לינדור בונבוניירה פי,לא ידוע,לינדור בונבוניירה פי,גרמים,200.0,100 גרם,38.9,0.1945,לינדור בונבוניירה,לבדיקה ידנית
8718951626195,קולגייט מקס וויט וקר,לא ידוע,קולגייט מקס וויט וקר,מיליליטרים,125.0,"100 מ""ל",17.9,0.1432,קולגייט מקס וויט וקר,לבדיקה ידנית
4011800000738,קורני בייס קוקי קרם,לא ידוע,קורני בייס קוקי קרם,גרמים,138.0,100 גרם,14.9,0.108,קורני בייס קוקי קרם,לבדיקה ידנית
7290002814504,מטליות רצפה לניקוי ו,לא ידוע,מטליות רצפה לניקוי ו,יח',1.0,יח',8.5,8.5,מטליות רצפה לניקוי,לבדיקה ידנית
7290008349949,פרימוורה מעדן פרי תו,לא ידוע,פרימוורה מעדן פרי תו,גרמים,284.0,100 גרם,13.9,0.0489,פרימוורה מעדן פרי,לבדיקה ידנית
7290116053394,חמישיית מגבות ידיים,לא ידוע,חמישיית מגבות ידיים,יח',1.0,יח',13.9,13.9,חמישיית מגבות ידיים,לבדיקה ידנית
7290121134156,טחינה אסלי בקטנה 125,לא ידוע,טחינה אסלי בקטנה 125,גרמים,125.0,100 גרם,4.9,0.0392,טחינה אסלי בקטנה 125,לבדיקה ידנית
7290005330063,פלטת שבת 6 סירים,לא ידוע,פלטת שבת 6 סירים,יח',1.0,יח',139.9,139.9,פלטת שבת סירים,לבדיקה ידנית
7290110115623,פיוז-טי זירו אפרסק 1,לא ידוע,פיוז-טי זירו אפרסק 1,ליטרים,1.5,ליטר,8.3,5.5333,פיוז זירו אפרסק,לבדיקה ידנית
7290118073659,סט סכום יוקרתי 24 חל,לא ידוע,סט סכום יוקרתי 24 חל,יח',1.0,יח',49.9,49.9,סכום יוקרתי,לבדיקה ידנית
7290017907093,תמי שיבולת שועל דק ל,לא ידוע,תמי שיבולת שועל דק ל,גרמים,400.0,100 גרם,18.1,0.0453,תמי שיבולת שועל,לבדיקה ידנית
7290119373666,סלט טורקי 250גר אחלה,לא ידוע,סלט טורקי 250גר אחלה,גרמים,500.0,100 גרם,9.9,0.0198,סלט טורקי 250גר אחלה,לבדיקה ידנית
7290106770577,ממרח חלבה אלמנדוס 35,לא ידוע,ממרח חלבה אלמנדוס 35,גרמים,350.0,100 גרם,14.9,0.0426,ממרח חלבה אלמנדוס,לבדיקה ידנית
7290018500484,לחמניות אמריקה ארוכו,לא ידוע,לחמניות אמריקה ארוכו,גרמים,540.0,100 גרם,16.9,0.0313,לחמניות אמריקה ארוכו,לבדיקה ידנית
7290117263273,גבינה בולגרית מעודנת,לא ידוע,גבינה בולגרית מעודנת,גרמים,200.0,100 גרם,13.1,0.0655,גבינה בולגרית מעודנת,לבדיקה ידנית
7290120860148,גומי דובדבן 300ג גבי,לא ידוע,גומי דובדבן 300ג גבי,גרמים,300.0,100 גרם,13.9,0.0463,גומי דובדבן גבי,לבדיקה ידנית
7290103681227,תבור גוורצטרמינר 750,לא ידוע,תבור גוורצטרמינר 750,מיליליטרים,750.0,"100 מ""ל",34.9,0.0465,תבור גוורצטרמינר 750,לבדיקה ידנית
7290114603508,רוטב להקפצה מאסטר שף,לא ידוע,רוטב להקפצה מאסטר שף,מיליליטרים,300.0,"100 מ""ל",9.0,0.03,רוטב להקפצה מאסטר,לבדיקה ידנית
7290111346149,ממחטות אף שלישייה קל,לא ידוע,ממחטות אף שלישייה קל,יח',240.0,יח',14.9,0.0621,ממחטות שלישייה,לבדיקה ידנית
7290019870562,לוקיטוס סוכריות טופי,לא ידוע,לוקיטוס סוכריות טופי,גרמים,150.0,100 גרם,7.9,0.0527,לוקיטוס סוכריות טופי,לבדיקה ידנית
7290004470654,קערה חן קטנה מיקס צב,לא ידוע,קערה חן קטנה מיקס צב,יח',1.0,יח',6.0,6.0,קערה קטנה מיקס,לבדיקה ידנית
7290018564165,כרובית 800 גר רמי לו,לא ידוע,כרובית 800 גר רמי לו,גרמים,800.0,100 גרם,13.1,0.0164,כרובית 800 רמי,לבדיקה ידנית
7290102395439,מולר שמינייה פירות י,מולר,מולר שמינייה פירות י,יח',1.0,יח',32.9,32.9,מולר שמינייה פירות,לבדיקה ידנית
7290102395446,מעדן מוו וניל קצפת,טרה,מעדן מוו וניל קצפת,גרמים,123.0,100 גרם,3.2,0.026,מעדן מוו וניל קצפת,לבדיקה ידנית
7290113471146,מפית מובלטת לבן (15,לא ידוע,מפית מובלטת לבן (15,יח',1.0,יח',3.9,3.9,מפית מובלטת לבן,לבדיקה ידנית
7290102395477,מעדן מוו שוקולד קצפת,טרה,מעדן מוו שוקולד קצפת,גרמים,123.0,100 גרם,3.2,0.026,מעדן מוו שוקולד קצפת,לבדיקה ידנית
8435495805199,אבקת כביסה תינוקלין,לא ידוע,אבקת כביסה תינוקלין,יח',3.0,יח',39.9,13.3,אבקת כביסה תינוקלין,לבדיקה ידנית
7290119375295,דנונה לייט אנד פריי,לא ידוע,דנונה לייט אנד פריי,גרמים,150.0,100 גרם,4.5,0.03,דנונה לייט אנד פריי,לבדיקה ידנית
7290017065977,פרוסות צ'דר 150 גר,לא ידוע,פרוסות צ'דר 150 גר,גרמים,150.0,100 גרם,19.9,0.1327,פרוסות 150,לבדיקה ידנית
7290016144000,קמח חיטה מלאה 80% 1ק,לא ידוע,קמח חיטה מלאה 80% 1ק,יח',1.0,יח',9.8,9.8,קמח חיטה מלאה,לבדיקה ידנית
7290110558284,דנונה ביו מולטי 200,לא ידוע,דנונה ביו מולטי 200,גרמים,200.0,100 גרם,3.9,0.0195,דנונה ביו מולטי 200,לבדיקה ידנית
7290004034627,קבב 400גר קפוא מחפוד,לא ידוע,קבב 400גר קפוא מחפוד,גרמים,360.0,100 גרם,27.2,0.0756,קבב 400גר קפוא מחפוד,לבדיקה ידנית
7290111350030,רסק תפוחי עץ טבעי 67,לא ידוע,רסק תפוחי עץ טבעי 67,גרמים,670.0,100 גרם,10.9,0.0163,רסק תפוחי טבעי,לבדיקה ידנית
7290108272819,מגשיות אלומניום קטנו,לא ידוע,מגשיות אלומניום קטנו,יח',1.0,יח',9.9,9.9,מגשיות אלומניום קטנו,לבדיקה ידנית
9720188050109,ממרח על בסיס סויה בס,משק צוריאל,ממרח על בסיס סויה בס,גרמים,225.0,100 גרם,21.5,0.0956,ממרח בסיס סויה,לבדיקה ידנית
9720188060108,ממרח על בסיס סויה בס,משק צוריאל,ממרח על בסיס סויה בס,גרמים,340.0,100 גרם,19.7,0.0579,ממרח בסיס סויה,לבדיקה ידנית
7290016144017,קמח חיטה מלאה 100%,לא ידוע,קמח חיטה מלאה 100%,יח',1.0,יח',9.8,9.8,קמח חיטה מלאה 100,לבדיקה ידנית
7290002603696,מקלות פילו גדול גבינ,לא ידוע,מקלות פילו גדול גבינ,גרמים,450.0,100 גרם,16.8,0.0373,מקלות פילו גדול גבינ,לבדיקה ידנית
7290001461105,לחם מחמצת לבן,פילסברי,לחם מחמצת לבן,יח',1.0,יח',19.1,19.1,לחם מחמצת לבן,לבדיקה ידנית
